Product keyword,TrexIDV2,Seller Facing Fee Category,Risk Factor
industrial v belts,hardware_belts,"Business, Industrial, and Scientific Supplies",Low Risk
mattress protectors,mattresses_accessories,All Other Categories,High Risk
fitted mattress pads,mattresses_accessories,All Other Categories,High Risk
mattress encasements,mattresses_accessories,All Other Categories,High Risk
mattress pads,mattresses_accessories,All Other Categories,High Risk
mattress bags,mattresses_accessories,All Other Categories,High Risk
foam mattresses,mattresses_foam,All Other Categories,High Risk
memory foam mattresses,mattresses_foam,All Other Categories,High Risk
inner spring mattresses,mattresses_inner_spring,All Other Categories,High Risk
mattresses,mattresses_other,All Other Categories,High Risk
toddler mattress pads,mattresses_other,All Other Categories,High Risk
bassinet mattress pads,mattresses_other,All Other Categories,High Risk
box springs,mattresses_other,All Other Categories,High Risk
crib mattresses,mattresses_other,All Other Categories,High Risk
crib mattress pads,mattresses_other,All Other Categories,High Risk
futon mattresses,mattresses_other,All Other Categories,High Risk
mattress and box spring sets,mattresses_other,All Other Categories,High Risk
portable crib mattresses,mattresses_other,All Other Categories,High Risk
pressure mattresses and pumps,mattresses_other,All Other Categories,High Risk
rv bed pads and mattresses,mattresses_other,All Other Categories,High Risk
self inflating sleeping pads,mattresses_portable,All Other Categories,High Risk
camping air mattresses,mattresses_portable,All Other Categories,High Risk
childrens inflatable beds,mattresses_portable,All Other Categories,High Risk
inflatable bed products,mattresses_portable,All Other Categories,High Risk
inflatable beds,mattresses_portable,All Other Categories,High Risk
waterbed mattresses,mattresses_waterbeds,All Other Categories,High Risk
industrial centrifugal pumps,mechanical_components_pumps,"Business, Industrial, and Scientific Supplies",Low Risk
industrial diaphragm pumps,mechanical_components_pumps,"Business, Industrial, and Scientific Supplies",Low Risk
industrial peristaltic metering pumps,mechanical_components_pumps,"Business, Industrial, and Scientific Supplies",Low Risk
industrial pumps,mechanical_components_pumps,"Business, Industrial, and Scientific Supplies",Low Risk
industrial fluids,mechanical_lubricants,"Business, Industrial, and Scientific Supplies",Low Risk
industrial lubricants,mechanical_lubricants,"Business, Industrial, and Scientific Supplies",Low Risk
power tool lubricants,mechanical_lubricants,"Business, Industrial, and Scientific Supplies",Low Risk
business management software,media_software,Software,High Risk
general accounting software,media_software,Software,High Risk
internet security and filtering software,media_software,Software,High Risk
production station software,media_software,Software,High Risk
windows operating systems,media_software,Software,High Risk
word processing software,media_software,Software,High Risk
electronic learning systems,media_software,Software,High Risk
cross platform software,media_software,Software,High Risk
professional medical diagnostics and screening equipment,medical_devices,"Business, Industrial, and Scientific Supplies",Low Risk
professional medical exam lights,medical_devices,"Business, Industrial, and Scientific Supplies",Low Risk
professional medical pulse oximeters,medical_devices,"Business, Industrial, and Scientific Supplies",Low Risk
professional medical sphygmomanometers,medical_devices,"Business, Industrial, and Scientific Supplies",Low Risk
professional medical nebulizers,medical_devices,"Business, Industrial, and Scientific Supplies",Low Risk
professional medical electrodes,medical_devices_accessories,"Business, Industrial, and Scientific Supplies",Low Risk
professional dental and surgical loupes,medical_devices_optical,"Business, Industrial, and Scientific Supplies",Low Risk
professional dental intraoral cameras,medical_devices_optical,"Business, Industrial, and Scientific Supplies",Low Risk
professional medical endoscopes,medical_devices_optical,"Business, Industrial, and Scientific Supplies",Low Risk
stethoscopes,medical_equipment,"Business, Industrial, and Scientific Supplies",Low Risk
needle free insulin injection devices,medical_equipment,"Business, Industrial, and Scientific Supplies",Low Risk
professional medical clinical diagnostic test kits,medical_equipment,"Business, Industrial, and Scientific Supplies",Low Risk
professional medical diagnostic instrument sets,medical_equipment,"Business, Industrial, and Scientific Supplies",Low Risk
professional medical forceps and hemostats,medical_equipment,"Business, Industrial, and Scientific Supplies",Low Risk
professional medical furniture and patient transport,medical_equipment,"Business, Industrial, and Scientific Supplies",Low Risk
professional medical hammers,medical_equipment,"Business, Industrial, and Scientific Supplies",Low Risk
professional medical otoscopes,medical_equipment,"Business, Industrial, and Scientific Supplies",Low Risk
professional medical pen lights,medical_equipment,"Business, Industrial, and Scientific Supplies",Low Risk
professional medical physicians scales,medical_equipment,"Business, Industrial, and Scientific Supplies",Low Risk
professional medical scissors and shears,medical_equipment,"Business, Industrial, and Scientific Supplies",Low Risk
respiratory aids and accessories,medical_equipment,"Business, Industrial, and Scientific Supplies",Low Risk
stethoscope accessories,medical_equipment,"Business, Industrial, and Scientific Supplies",Low Risk
stethoscope parts,medical_equipment,"Business, Industrial, and Scientific Supplies",Low Risk
respiration flow meters,medical_equipment,"Business, Industrial, and Scientific Supplies",Low Risk
borescopes,optics_borescopes,"Business, Industrial, and Scientific Supplies",Low Risk
video inspection equipment,optics_borescopes,"Business, Industrial, and Scientific Supplies",Low Risk
microscopes,optics_microscopes,"Business, Industrial, and Scientific Supplies",Low Risk
educational and hobby microscopes,optics_microscopes,"Business, Industrial, and Scientific Supplies",Low Risk
science lab compound binocular microscopes,optics_microscopes,"Business, Industrial, and Scientific Supplies",Low Risk
science lab compound microscopes,optics_microscopes,"Business, Industrial, and Scientific Supplies",Low Risk
science lab compound monocular microscopes,optics_microscopes,"Business, Industrial, and Scientific Supplies",Low Risk
science lab compound trinocular microscopes,optics_microscopes,"Business, Industrial, and Scientific Supplies",Low Risk
science lab handheld digital microscopes,optics_microscopes,"Business, Industrial, and Scientific Supplies",Low Risk
science lab stereo microscopes,optics_microscopes,"Business, Industrial, and Scientific Supplies",Low Risk
de icers,outdoors_appliances,All Other Categories,High Risk
greenhouse ventilation equipment,outdoors_appliances,All Other Categories,High Risk
lawn and garden chippers,outdoors_appliances,All Other Categories,High Risk
lawn and garden power sprayers,outdoors_appliances,All Other Categories,High Risk
lawn and garden shredders,outdoors_appliances,All Other Categories,High Risk
outdoor cooling misting systems,outdoors_appliances,All Other Categories,High Risk
plant germination heating mats,outdoors_appliances,All Other Categories,High Risk
plant growing light fixtures,outdoors_appliances,All Other Categories,High Risk
portable outdoor heating,outdoors_appliances,All Other Categories,High Risk
power edgers,outdoors_appliances,All Other Categories,High Risk
power hedge trimmers,outdoors_appliances,All Other Categories,High Risk
power log splitters,outdoors_appliances,All Other Categories,High Risk
power pole saws,outdoors_appliances,All Other Categories,High Risk
power tillers,outdoors_appliances,All Other Categories,High Risk
string trimmers,outdoors_appliances,All Other Categories,High Risk
watering timers,outdoors_appliances,All Other Categories,High Risk
string trimmer accessories,outdoors_appliances_accessories,All Other Categories,High Risk
string trimmer attachments,outdoors_appliances_accessories,All Other Categories,High Risk
string trimmer lines,outdoors_appliances_accessories,All Other Categories,High Risk
string trimmer replacement parts,outdoors_appliances_accessories,All Other Categories,High Risk
power log splitter accessories,outdoors_appliances_accessories,All Other Categories,High Risk
tarps,outdoors_covers_screens,All Other Categories,High Risk
canopy gazebo pergola accessories,outdoors_covers_screens,All Other Categories,High Risk
generator covers,outdoors_covers_screens,All Other Categories,High Risk
lawn mower covers,outdoors_covers_screens,All Other Categories,High Risk
outdoor curtains,outdoors_covers_screens,All Other Categories,High Risk
outdoor grill covers,outdoors_covers_screens,All Other Categories,High Risk
outdoor smoker covers,outdoors_covers_screens,All Other Categories,High Risk
outdoor sunscreen fabric,outdoors_covers_screens,All Other Categories,High Risk
patio chair covers,outdoors_covers_screens,All Other Categories,High Risk
patio chaise lounge covers,outdoors_covers_screens,All Other Categories,High Risk
patio furniture set covers,outdoors_covers_screens,All Other Categories,High Risk
patio loveseat covers,outdoors_covers_screens,All Other Categories,High Risk
patio sofa covers,outdoors_covers_screens,All Other Categories,High Risk
patio table covers,outdoors_covers_screens,All Other Categories,High Risk
patio umbrella covers,outdoors_covers_screens,All Other Categories,High Risk
garden privacy and protective screens,outdoors_covers_screens,All Other Categories,High Risk
home outdoor heater covers,outdoors_covers_screens,All Other Categories,High Risk
suncatchers,outdoors_decor,All Other Categories,High Risk
address plaques,outdoors_decor,All Other Categories,High Risk
decorative address signs,outdoors_decor,All Other Categories,High Risk
decorative mailbox covers,outdoors_decor,All Other Categories,High Risk
decorative outdoor fire pit glass pellets,outdoors_decor,All Other Categories,High Risk
free standing garden fountains,outdoors_decor,All Other Categories,High Risk
gazing balls,outdoors_decor,All Other Categories,High Risk
inflatable outdoor holiday yard decorations,outdoors_decor,All Other Categories,High Risk
miniature garden figurines,outdoors_decor,All Other Categories,High Risk
outdoor decor,outdoors_decor,All Other Categories,High Risk
outdoor decorative fences,outdoors_decor,All Other Categories,High Risk
outdoor decorative garden stakes,outdoors_decor,All Other Categories,High Risk
outdoor decorative stones,outdoors_decor,All Other Categories,High Risk
outdoor flags,outdoors_decor,All Other Categories,High Risk
outdoor fountain accessories,outdoors_decor,All Other Categories,High Risk
outdoor holiday decorations,outdoors_decor,All Other Categories,High Risk
